0,0.720134,0.723293,0.71812,0.659281
0,0.724117,0.725521,0.718044,0.657511
0,0.72282,0.72491,0.719356,0.657252
0,0.721752,0.723232,0.717388,0.656123
0,0.720165,0.722377,0.718334,0.658091
0,0.720821,0.723842,0.718151,0.657893
0,0.720851,0.722377,0.717769,0.658106
0,0.722576,0.723934,0.717571,0.655421
0,0.722576,0.723491,0.717205,0.655695
0,0.719478,0.72462,0.720974,0.65919
0,0.722164,0.72282,0.717235,0.657435
0,0.721675,0.723873,0.717891,0.657816
0,0.720256,0.722972,0.717906,0.659403
0,0.719875,0.723201,0.719631,0.660731
0,0.721096,0.723995,0.718379,0.658503
0,0.720974,0.72221,0.717189,0.65922
0,0.722545,0.722438,0.715557,0.656687
0.25,0.721614,0.7234,0.70959,0.632212
0.25,0.721721,0.724178,0.715312,0.632456
0.25,0.723217,0.725185,0.712245,0.631617
0.25,0.721492,0.723781,0.712093,0.633478
0.25,0.723705,0.727138,0.711971,0.631495
0.25,0.721004,0.723568,0.712093,0.634333
0.25,0.721553,0.723659,0.712886,0.632258
0.25,0.722408,0.723018,0.71046,0.632731
0.25,0.721736,0.723781,0.711894,0.633295
0.25,0.722225,0.724666,0.712123,0.631342
0.25,0.723552,0.7252,0.711299,0.632151
0.25,0.722545,0.725277,0.710292,0.633173
0.25,0.722408,0.722774,0.709773,0.631662
0.25,0.722774,0.725582,0.713222,0.634256
0.25,0.72253,0.724132,0.711772,0.633417
0.25,0.722728,0.7234,0.709819,0.630747
0.25,0.721981,0.725902,0.712398,0.632395
0.5,0.720272,0.722774,0.702174,0.63534
0.5,0.722438,0.724239,0.702388,0.634424
0.5,0.720882,0.723781,0.701778,0.633326
0.5,0.722423,0.724239,0.702892,0.632715
0.5,0.722957,0.725917,0.703319,0.633433
0.5,0.722683,0.724041,0.704631,0.634424
0.5,0.721828,0.723613,0.702129,0.632685
0.5,0.720943,0.723644,0.699443,0.635157
0.5,0.72108,0.723461,0.70219,0.633448
0.5,0.722591,0.722454,0.701045,0.635493
0.5,0.720623,0.723125,0.700999,0.633463
0.5,0.722103,0.725063,0.702876,0.632929
0.5,0.721798,0.722332,0.699901,0.632288
0.5,0.721035,0.723918,0.70222,0.634623
0.5,0.721401,0.722042,0.700221,0.632746
0.75,0.719661,0.723629,0.692134,0.656001
0.75,0.721325,0.722164,0.690227,0.653758
0.75,0.722316,0.72314,0.692164,0.654169
0.75,0.720867,0.722744,0.692943,0.655024
0.75,0.721675,0.721782,0.689265,0.652537
0.75,0.720562,0.719738,0.690089,0.652628
0.75,0.721935,0.723018,0.692317,0.65507
0.75,0.722866,0.722377,0.691295,0.652277
0.75,0.724025,0.724086,0.690059,0.653193
0.75,0.722118,0.723217,0.6916,0.655055
0.75,0.72253,0.722042,0.690227,0.654047
0.75,0.721981,0.723995,0.692775,0.655344
0.75,0.720897,0.722362,0.690578,0.653681
0.75,0.720607,0.722347,0.690517,0.654108
0.75,0.722728,0.722896,0.689372,0.653101
0.75,0.722637,0.723003,0.691005,0.654185
0.75,0.723201,0.723934,0.690303,0.65275
0.75,0.723751,0.725307,0.691264,0.6533
0.75,0.722469,0.7252,0.693172,0.654078
0.75,0.721691,0.72433,0.691386,0.655558
1,0.722622,0.721981,0.671839,0.673594
1,0.721736,0.723796,0.672953,0.673915
1,0.723262,0.722255,0.670558,0.673289
1,0.722576,0.722713,0.671534,0.673808
1,0.723445,0.724117,0.673838,0.673487
1,0.722698,0.721355,0.669932,0.670619
1,0.723842,0.721431,0.670665,0.673518
1,0.721736,0.721859,0.671687,0.673976
1,0.72433,0.723003,0.672145,0.673838
1,0.72105,0.721309,0.67245,0.675151
1,0.722637,0.722454,0.671733,0.673762
1,0.722316,0.724788,0.67245,0.672557
1,0.723766,0.722499,0.671061,0.672984
1,0.722927,0.723232,0.673228,0.67422
1,0.720607,0.719905,0.669795,0.673335
1,0.721721,0.722194,0.671931,0.673396
1,0.721828,0.722072,0.671717,0.674876
1.25,0.721767,0.718563,0.645045,0.696132
1.25,0.720043,0.719341,0.64538,0.699107
1.25,0.723934,0.720241,0.644373,0.696208
1.25,0.721828,0.719814,0.645121,0.69778
1.25,0.722942,0.717693,0.642237,0.695674
1.25,0.723842,0.720348,0.643748,0.696254
1.25,0.720653,0.719722,0.646067,0.699428
1.25,0.722515,0.721294,0.646723,0.698299
1.25,0.72166,0.720882,0.646891,0.698177
1.25,0.720821,0.718273,0.64477,0.69662
1.25,0.720928,0.717693,0.644236,0.697627
1.25,0.723293,0.71989,0.643397,0.696117
1.25,0.722087,0.719631,0.643702,0.695949
1.25,0.721477,0.718929,0.644526,0.697276
1.5,0.723018,0.715129,0.631891,0.709041
1.5,0.721889,0.714015,0.63154,0.711864
1.5,0.721325,0.711986,0.629923,0.712459
1.5,0.722087,0.715511,0.63061,0.70959
1.5,0.721416,0.712963,0.629267,0.710506
1.5,0.721798,0.714137,0.630991,0.713878
1.5,0.720745,0.7131,0.629572,0.712032
1.5,0.721218,0.715343,0.630167,0.714275
1.5,0.720684,0.713069,0.630793,0.713741
1.5,0.721752,0.717388,0.630091,0.711147
1.5,0.723018,0.715236,0.630213,0.711177
1.5,0.722393,0.713817,0.629877,0.712856
1.5,0.721233,0.715679,0.631876,0.713069
1.5,0.722225,0.713405,0.629511,0.710796
1.5,0.722469,0.713924,0.62829,0.712551
1.5,0.722881,0.713893,0.630426,0.711437
1.75,0.720974,0.705409,0.631861,0.717845
