Time,Extension,Load
(sec),(mm),(N)
0.00000,0.00000,-0.11644
0.09700,-0.19022,-5.15383
0.14400,-0.28800,-10.15854
0.24400,-0.48984,-10.90288
0.34400,-0.69009,-11.54942
0.44400,-0.88997,-11.99020
0.54400,-1.09003,-12.44884
0.64400,-1.29000,-12.87615
0.74400,-1.48997,-13.25776
0.84400,-1.68994,-13.66386
0.94400,-1.89000,-14.10246
1.04400,-2.08997,-14.47975
1.14400,-2.28994,-14.88772
1.24400,-2.48991,-15.25108
1.34400,-2.68997,-15.57021
1.44400,-2.89003,-15.85310
1.54400,-3.09000,-16.26986
1.64400,-3.29006,-16.60732
1.74400,-3.48994,-16.95975
1.84400,-3.69000,-17.25431
1.94400,-3.89006,-17.59905
2.04400,-4.08994,-17.88350
2.14400,-4.29000,-18.16654
2.24400,-4.48997,-18.47010
2.34400,-4.68994,-18.73446
2.44400,-4.88991,-18.99043
2.54400,-5.09006,-19.26848
2.64400,-5.29003,-19.53792
2.74400,-5.49000,-19.83723
2.84400,-5.68997,-20.11170
2.94400,-5.88994,-20.28992
3.04400,-6.09009,-20.53405
3.14400,-6.29006,-20.81839
3.24400,-6.49003,-21.08774
3.34400,-6.69009,-21.37225
3.44400,-6.88997,-21.57170
3.54400,-7.09003,-21.79881
3.64400,-7.29000,-22.00565
3.74400,-7.49006,-22.23487
3.84400,-7.68994,-22.44795
3.94400,-7.88981,-22.72932
4.04400,-8.08997,-22.90133
4.14400,-8.28994,-23.13211
4.24400,-8.48991,-23.31054
4.34400,-8.68997,-23.55016
4.44400,-8.89003,-23.76083
4.54400,-9.09009,-24.03791
4.64400,-9.28997,-24.21920
4.74400,-9.49003,-24.39095
4.84400,-9.69009,-24.57090
4.94400,-9.88988,-24.84911
5.04400,-10.09003,-25.03184
5.14400,-10.29000,-25.20832
5.24400,-10.48997,-25.41890
5.34400,-10.68994,-25.62398
5.44400,-10.89000,-25.84139
5.54400,-11.09006,-26.06777
5.64400,-11.28994,-26.23319
5.74400,-11.49009,-26.42664
5.84400,-11.68997,-26.62487
5.94400,-11.88994,-26.83919
6.04400,-12.09000,-27.02797
6.14400,-12.28997,-27.26849
6.24400,-12.48994,-27.46559
6.34400,-12.69009,-27.63999
6.44400,-12.89006,-27.80046
6.54400,-13.08984,-28.06168
6.64400,-13.29000,-28.25711
6.74400,-13.48997,-28.49716
6.84400,-13.69003,-28.64717
6.94400,-13.89009,-28.85520
7.04400,-14.08997,-29.01843
7.14400,-14.29003,-29.26457
7.24400,-14.48981,-29.42993
7.34400,-14.68997,-29.63399
7.44400,-14.89003,-29.82455
7.54400,-15.09009,-30.08631
7.64400,-15.29006,-30.23303
7.74400,-15.49003,-30.46130
7.84400,-15.69009,-30.62160
7.94400,-15.88997,-30.80396
8.04400,-16.08994,-31.01501
8.14400,-16.28991,-31.24570
8.24400,-16.48997,-31.47030
8.34400,-16.68994,-31.65013
8.44400,-16.89000,-31.86542
8.54400,-17.09006,-32.05410
8.64400,-17.29003,-32.25287
8.74400,-17.49000,-32.45943
8.84400,-17.68997,-32.66468
8.94400,-17.89003,-32.87060
9.04400,-18.09009,-33.04677
9.14400,-18.28997,-33.23761
9.24400,-18.49003,-33.43556
9.34400,-18.69000,-33.70731
9.44400,-18.88997,-33.90731
9.54400,-19.09003,-34.05672
9.64400,-19.29000,-34.22469
9.74400,-19.48997,-34.47370
9.84400,-19.69003,-34.65257
9.94400,-19.88991,-34.88264
10.04400,-20.09006,-35.08583
10.14400,-20.28994,-35.23815
10.24400,-20.48991,-35.44039
10.34400,-20.68997,-35.66901
10.44400,-20.89003,-35.80650
10.54400,-21.09000,-36.00509
10.64400,-21.29006,-36.19335
10.74400,-21.49003,-36.43153
10.84400,-21.69000,-36.66152
10.94400,-21.89006,-36.89210
11.04400,-22.08994,-37.10243
11.14400,-22.28991,-37.27065
11.24400,-22.49006,-37.44621
11.34400,-22.68994,-37.67702
11.44400,-22.89000,-37.93289
11.54400,-23.08997,-38.18748
11.64400,-23.28994,-38.40651
11.74400,-23.49000,-38.58022
11.84400,-23.69006,-38.75590
11.94400,-23.89003,-39.00012
12.04400,-24.09009,-39.23066
12.14400,-24.29006,-39.44087
12.24400,-24.49003,-39.61037
12.34400,-24.69000,-39.89320
12.44400,-24.88997,-40.10646
12.54400,-25.08994,-40.32772
12.64400,-25.29000,-40.54346
12.74400,-25.48997,-40.79365
12.84400,-25.68994,-40.97445
12.94400,-25.88991,-41.21719
13.04400,-26.08997,-41.48158
13.14400,-26.29003,-41.67650
13.24400,-26.49000,-41.85272
13.34400,-26.68997,-42.10010
13.44400,-26.89003,-42.30113
13.54400,-27.08991,-42.51895
13.64400,-27.28997,-42.76199
13.74400,-27.48994,-43.01092
13.84400,-27.69009,-43.21163
13.94400,-27.89006,-43.40660
14.04400,-28.09003,-43.63259
14.14400,-28.28991,-43.87216
14.24400,-28.48988,-44.11774
14.34400,-28.68994,-44.35880
14.44400,-28.89000,-44.59795
14.54400,-29.08997,-44.82957
14.64400,-29.29003,-45.07925
14.74400,-29.48991,-45.30072
14.84400,-29.69025,-45.49387
14.94400,-29.89003,-45.70844
15.04400,-30.09010,-45.95847
15.14400,-30.29006,-46.21124
15.24400,-30.49013,-46.47761
15.34400,-30.69000,-46.74872
15.44400,-30.88997,-46.97271
15.54400,-31.09003,-47.21229
15.64400,-31.29000,-47.43870
15.74400,-31.48997,-47.68673
15.84400,-31.68994,-47.96826
15.94400,-31.88991,-48.27304
16.04400,-32.08997,-48.48149
16.14400,-32.28994,-48.70534
16.24400,-32.48991,-48.96443
16.34400,-32.68997,-49.24810
16.44400,-32.88994,-49.47427
16.54400,-33.08991,-49.70731
16.64400,-33.28997,-49.97004
16.74400,-33.48994,-50.25435
16.84400,-33.69000,-50.53052
16.94400,-33.88997,-50.78164
17.04400,-34.08994,-51.03429
17.14400,-34.28991,-51.26356
17.24400,-34.48997,-51.54832
17.34400,-34.68994,-51.87310
17.44400,-34.89000,-52.09994
17.54400,-35.09006,-52.38881
17.64400,-35.29003,-52.67071
17.74400,-35.48991,-52.90773
17.84400,-35.69007,-53.13828
17.94400,-35.89012,-53.45915
18.04400,-36.09009,-53.72548
18.14400,-36.29006,-53.94824
18.24400,-36.49013,-54.26455
18.34400,-36.69000,-54.62992
18.44400,-36.88997,-54.95332
18.54400,-37.08994,-55.21487
18.64400,-37.29000,-55.44754
18.74400,-37.48969,-55.75778
18.84400,-37.68994,-56.00677
18.94400,-37.88991,-56.31154
19.04400,-38.09007,-56.58121
19.14400,-38.29003,-56.88064
19.24400,-38.48991,-57.11375
19.34400,-38.69006,-57.45471
19.44400,-38.89003,-57.80383
19.54400,-39.09019,-58.09638
19.64400,-39.29006,-58.38232
19.74400,-39.49013,-58.68586
19.84400,-39.68991,-59.04438
19.94400,-39.89006,-59.33591
20.04400,-40.09003,-59.70099
20.14400,-40.29009,-59.99673
20.24400,-40.48997,-60.27106
20.34400,-40.69003,-60.63007
20.44400,-40.89000,-60.97445
20.54400,-41.09016,-61.29644
20.64400,-41.28994,-61.57346
20.74400,-41.49000,-61.90173
20.84400,-41.68997,-62.23071
20.94400,-41.88994,-62.60790
21.04400,-42.09010,-62.92035
21.14400,-42.28997,-63.22675
21.24400,-42.48994,-63.59438
21.34400,-42.69009,-63.86614
21.44400,-42.89006,-64.23023
21.54400,-43.08984,-64.54946
21.64400,-43.28981,-64.93492
21.74400,-43.48997,-65.25917
21.84400,-43.68994,-65.60765
21.94400,-43.88991,-65.92503
22.04400,-44.08988,-66.32222
22.14400,-44.29003,-66.75033
22.24400,-44.49000,-67.08235
22.34400,-44.68997,-67.43450
22.44400,-44.89013,-67.79455
22.54400,-45.09009,-68.18819
22.64400,-45.29006,-68.55623
22.74400,-45.49003,-68.98244
22.77200,-45.54610,-69.09570
