Time,Extension,Load
6.00000,-12.00197,-18.56034
6.10000,-12.20194,-18.74872
6.20000,-12.40200,-18.89376
6.30000,-12.60197,-19.03348
6.40000,-12.80203,-19.19469
6.50000,-13.00181,-19.32601
6.60000,-13.20197,-19.51736
6.70000,-13.40194,-19.64011
6.80000,-13.60200,-19.78687
6.90000,-13.80197,-19.93439
7.00000,-14.00203,-20.08426
7.10000,-14.20219,-20.25965
7.20000,-14.40206,-20.42709
7.30000,-14.60184,-20.54499
7.40000,-14.80200,-20.71463
7.50000,-15.00197,-20.79253
7.60000,-15.20203,-20.91425
7.70000,-15.40191,-21.04864
7.80000,-15.60197,-21.21363
7.90000,-15.80213,-21.40806
8.00000,-16.00200,-21.54418
8.10000,-16.20197,-21.74775
8.20000,-16.40194,-21.89812
8.30000,-16.60200,-22.06695
8.40000,-16.80197,-22.20180
8.50000,-17.00194,-22.36920
8.60000,-17.20209,-22.54062
8.70000,-17.40197,-22.69477
8.80000,-17.60194,-22.84499
8.90000,-17.80191,-23.01471
9.00000,-18.00197,-23.16149
9.10000,-18.20203,-23.32303
9.20000,-18.40191,-23.47867
9.30000,-18.60197,-23.61370
9.40000,-18.80203,-23.80113
9.50000,-19.00191,-23.92509
9.60000,-19.20206,-24.09485
9.70000,-19.40203,-24.23684
9.80000,-19.60209,-24.40882
9.90000,-19.80197,-24.54549
10.00000,-20.00194,-24.70744
10.10000,-20.20200,-24.87055
10.20000,-20.40197,-25.05667
10.30000,-20.60194,-25.24477
10.40000,-20.80200,-25.44966
10.50000,-21.00197,-25.55692
10.60000,-21.20203,-25.69132
10.70000,-21.40200,-25.88471
10.80000,-21.60197,-26.05965
10.90000,-21.80203,-26.24774
11.00000,-22.00200,-26.40224
11.10000,-22.20188,-26.55522
11.20000,-22.40203,-26.75189
11.30000,-22.60200,-26.86355
11.40000,-22.80206,-27.03316
11.50000,-23.00194,-27.24632
11.60000,-23.20191,-27.43501
11.70000,-23.40197,-27.62531
11.80000,-23.60194,-27.82312
11.90000,-23.80200,-27.97847
12.00000,-24.00197,-28.17123
12.10000,-24.20194,-28.36642
12.20000,-24.40200,-28.54942
12.30000,-24.60206,-28.72709
12.40000,-24.80203,-28.89824
12.50000,-25.00200,-29.09194
12.60000,-25.20206,-29.28069
12.70000,-25.40194,-29.44626
12.80000,-25.60200,-29.64009
12.90000,-25.80206,-29.82855
13.00000,-26.00194,-30.02441
13.10000,-26.20200,-30.20211
13.20000,-26.40197,-30.41304
13.30000,-26.60203,-30.56294
13.40000,-26.80200,-30.76670
13.50000,-27.00206,-30.92548
13.60000,-27.20194,-31.13086
13.70000,-27.40200,-31.29891
13.80000,-27.60206,-31.49767
13.90000,-27.80213,-31.64604
14.00000,-28.00200,-31.83453
14.10000,-28.20188,-32.03256
14.20000,-28.40203,-32.24583
14.30000,-28.60200,-32.46688
14.40000,-28.80197,-32.64981
14.50000,-29.00203,-32.85223
14.60000,-29.20200,-33.04000
14.70000,-29.40197,-33.20088
14.80000,-29.60203,-33.41495
14.90000,-29.80191,-33.59900
15.00000,-30.00197,-33.84424
15.10000,-30.20203,-34.04249
15.20000,-30.40209,-34.25505
15.30000,-30.60206,-34.40801
15.40000,-30.80203,-34.61383
15.50000,-31.00200,-34.82151
15.60000,-31.20197,-35.04712
15.70000,-31.40203,-35.27220
15.80000,-31.60210,-35.46966
15.90000,-31.80206,-35.64847
16.00000,-32.00194,-35.84480
16.10000,-32.20209,-36.04329
16.20000,-32.40187,-36.25268
16.30000,-32.60194,-36.42141
16.40000,-32.80191,-36.64459
16.50000,-33.00188,-36.83013
16.60000,-33.20194,-37.05725
16.70000,-33.40200,-37.22959
16.80000,-33.60197,-37.42116
16.90000,-33.80203,-37.52612
17.00000,-34.00191,-37.68986
17.10000,-34.20197,-37.84846
17.20000,-34.40203,-38.06685
17.30000,-34.60209,-38.27123
17.40000,-34.80197,-38.45466
17.50000,-35.00194,-38.71706
17.60000,-35.20209,-38.91378
17.70000,-35.40197,-39.05614
17.80000,-35.60194,-39.20903
17.90000,-35.80200,-39.47913
18.00000,-36.00206,-39.65039
18.10000,-36.20203,-39.88115
18.20000,-36.40200,-40.10490
18.30000,-36.60206,-40.34786
18.40000,-36.80203,-40.59874
18.50000,-37.00191,-40.82933
18.60000,-37.20216,-41.17669
18.70000,-37.40203,-41.74423
18.80000,-37.60191,-41.86415
18.90000,-37.80216,-41.80242
19.00000,-38.00203,-42.07220
19.10000,-38.20200,-42.18648
19.20000,-38.40188,-42.51634
19.30000,-38.60185,-42.65194
19.40000,-38.80200,-42.94040
19.50000,-39.00197,-43.02707
19.60000,-39.20203,-43.32460
19.70000,-39.40209,-43.40650
19.80000,-39.60206,-43.61645
19.90000,-39.80203,-43.87265
20.00000,-40.00191,-44.08797
20.10000,-40.20206,-44.36653
20.20000,-40.40203,-44.60530
20.30000,-40.60200,-44.90372
20.40000,-40.80207,-45.00273
20.50000,-41.00203,-45.37228
20.60000,-41.20200,-45.65793
20.70000,-41.40188,-45.95695
20.80000,-41.60194,-46.04526
20.90000,-41.80191,-46.12800
21.00000,-42.00197,-46.40865
21.10000,-42.20194,-46.61136
21.20000,-42.40191,-46.75896
21.30000,-42.60197,-46.95582
21.40000,-42.80203,-47.23001
21.50000,-43.00200,-47.55162
21.60000,-43.20197,-47.75594
21.70000,-43.40203,-47.97322
21.80000,-43.60200,-48.31955
21.90000,-43.80197,-48.62507
22.00000,-44.00203,-48.73467
22.10000,-44.20210,-48.91241
22.20000,-44.40178,-49.19285
22.30000,-44.60213,-49.38602
22.40000,-44.80200,-49.66804
22.50000,-45.00197,-49.89914
22.60000,-45.20175,-50.11806
22.70000,-45.40200,-50.30684
22.73800,-45.47813,-50.40190
