Time,Extension,Load
7.10000,-14.20219,-6.61382
7.20000,-14.40197,-6.65603
7.30000,-14.60184,-6.70451
7.40000,-14.80209,-6.73212
7.50000,-15.00197,-6.78533
7.60000,-15.20203,-6.82428
7.70000,-15.40191,-6.88824
7.80000,-15.60197,-6.91723
7.90000,-15.80213,-6.94327
8.00000,-16.00200,-6.98590
8.10000,-16.20197,-7.01737
8.20000,-16.40203,-7.07051
8.30000,-16.60200,-7.11054
8.40000,-16.80197,-7.15698
8.50000,-17.00194,-7.17560
8.60000,-17.20200,-7.23189
8.70000,-17.40197,-7.25740
8.80000,-17.60194,-7.28898
8.90000,-17.80200,-7.33683
9.00000,-18.00187,-7.34510
9.10000,-18.20194,-7.39381
9.20000,-18.40191,-7.45443
9.30000,-18.60188,-7.48115
9.40000,-18.80203,-7.52328
9.50000,-19.00200,-7.54618
9.60000,-19.20206,-7.59345
9.70000,-19.40203,-7.61732
9.80000,-19.60200,-7.64714
9.90000,-19.80197,-7.66872
10.00000,-20.00194,-7.74330
10.10000,-20.20209,-7.77226
10.20000,-20.40188,-7.81695
10.30000,-20.60194,-7.88279
10.40000,-20.80209,-7.91403
10.50000,-21.00197,-7.94894
10.60000,-21.20203,-7.98965
10.70000,-21.40200,-8.02652
10.80000,-21.60197,-8.09430
10.90000,-21.80203,-8.13526
11.00000,-22.00200,-8.18044
11.10000,-22.20178,-8.20732
11.20000,-22.40203,-8.24187
11.30000,-22.60209,-8.30008
11.40000,-22.80206,-8.33525
11.50000,-23.00203,-8.36998
11.60000,-23.20200,-8.42026
11.70000,-23.40197,-8.47717
11.80000,-23.60184,-8.50676
11.90000,-23.80200,-8.54140
12.00000,-24.00206,-8.60270
12.10000,-24.20203,-8.64375
12.20000,-24.40210,-8.67887
12.30000,-24.60197,-8.74331
12.40000,-24.80203,-8.79249
12.50000,-25.00200,-8.81063
12.60000,-25.20197,-8.86866
12.70000,-25.40203,-8.91921
12.80000,-25.60200,-8.95355
12.90000,-25.80206,-9.00107
13.00000,-26.00203,-9.04130
13.10000,-26.20200,-9.07694
13.20000,-26.40197,-9.13826
13.30000,-26.60194,-9.19505
13.40000,-26.80200,-9.25150
13.50000,-27.00197,-9.28378
13.60000,-27.20194,-9.35153
13.70000,-27.40191,-9.39845
13.80000,-27.60197,-9.43301
13.90000,-27.80203,-9.46598
14.00000,-28.00200,-9.50782
14.10000,-28.20197,-9.55166
14.20000,-28.40194,-9.62174
14.30000,-28.60200,-9.66850
14.40000,-28.80197,-9.70074
14.50000,-29.00194,-9.75361
14.60000,-29.20200,-9.81493
14.70000,-29.40197,-9.84977
14.80000,-29.60184,-9.92406
14.90000,-29.80191,-9.96091
15.00000,-30.00188,-10.01185
15.10000,-30.20194,-10.03771
15.20000,-30.40200,-10.12820
15.30000,-30.60206,-10.16699
15.40000,-30.80203,-10.22030
15.50000,-31.00200,-10.25731
15.60000,-31.20197,-10.32222
15.70000,-31.40194,-10.35252
15.80000,-31.60210,-10.41787
15.90000,-31.80206,-10.45801
16.00000,-32.00194,-10.51050
16.10000,-32.20209,-10.54307
16.20000,-32.40197,-10.58375
16.30000,-32.60194,-10.62918
16.40000,-32.80200,-10.68505
16.50000,-33.00197,-10.72892
16.60000,-33.20184,-10.79686
16.70000,-33.40200,-10.81725
16.80000,-33.60197,-10.91209
16.90000,-33.80213,-10.92718
17.00000,-34.00191,-11.00801
17.10000,-34.20197,-11.02075
17.20000,-34.40203,-11.10253
17.30000,-34.60209,-11.12305
17.40000,-34.80206,-11.19354
17.50000,-35.00203,-11.21417
17.60000,-35.20200,-11.28895
17.70000,-35.40197,-11.33901
17.80000,-35.60194,-11.40122
17.90000,-35.80200,-11.43173
18.00000,-36.00197,-11.51052
18.10000,-36.20203,-11.54657
18.20000,-36.40200,-11.58095
18.30000,-36.60197,-11.63827
18.40000,-36.80203,-11.69158
18.50000,-37.00191,-11.77077
18.60000,-37.20206,-11.80605
18.70000,-37.40203,-11.86748
18.80000,-37.60191,-11.94125
18.90000,-37.80216,-11.98940
19.00000,-38.00194,-12.06050
19.10000,-38.20200,-12.09982
19.20000,-38.40188,-12.16512
19.30000,-38.60185,-12.21668
19.40000,-38.80200,-12.28947
19.50000,-39.00206,-12.33863
19.60000,-39.20203,-12.42032
19.70000,-39.40191,-12.44736
19.80000,-39.60206,-12.53732
19.90000,-39.80203,-12.58817
20.00000,-40.00191,-12.65185
20.10000,-40.20206,-12.69925
20.20000,-40.40203,-12.77686
20.30000,-40.60200,-12.82247
20.40000,-40.80207,-12.91806
20.50000,-41.00203,-12.95802
20.60000,-41.20200,-13.05700
20.70000,-41.40197,-13.11898
20.80000,-41.60194,-13.18417
20.90000,-41.80191,-13.24125
21.00000,-42.00197,-13.29503
21.10000,-42.20194,-13.35335
21.20000,-42.40200,-13.42402
21.30000,-42.60197,-13.48141
21.40000,-42.80194,-13.58409
21.50000,-43.00191,-13.61927
21.60000,-43.20197,-13.70182
21.70000,-43.40194,-13.76086
21.80000,-43.60200,-13.83370
21.90000,-43.80197,-13.90353
22.00000,-44.00203,-13.98946
22.10000,-44.20200,-14.03683
22.20000,-44.40197,-14.13879
22.30000,-44.60194,-14.18951
22.40000,-44.80200,-14.23323
22.50000,-45.00197,-14.31488
22.59200,-45.18582,-14.42512
