Time,Extension,Load
10.36500,-20.73197,-45.03433
10.46500,-20.93203,-45.31821
10.56500,-21.13200,-45.57647
10.66500,-21.33197,-45.79132
10.76500,-21.53203,-46.04813
10.86500,-21.73209,-46.30977
10.96500,-21.93206,-46.60539
11.06500,-22.13203,-46.85227
11.16500,-22.33200,-47.13345
11.26500,-22.53188,-47.39813
11.36500,-22.73213,-47.65350
11.46500,-22.93200,-47.89350
11.56500,-23.13188,-48.19188
11.66500,-23.33203,-48.47676
11.76500,-23.53200,-48.74692
11.86500,-23.73197,-48.98712
11.96500,-23.93203,-49.24553
12.06500,-24.13210,-49.51416
12.16500,-24.33206,-49.84307
12.26500,-24.53194,-50.12188
12.36500,-24.73200,-50.39354
12.46500,-24.93188,-50.67277
12.56500,-25.13203,-50.92113
12.66500,-25.33200,-51.24655
12.76500,-25.53197,-51.52616
12.86500,-25.73203,-51.83330
12.96500,-25.93200,-52.15774
13.06500,-26.13197,-52.43047
13.16500,-26.33194,-52.74787
13.26500,-26.53200,-53.02209
13.36500,-26.73197,-53.32991
13.46500,-26.93203,-53.59635
13.56500,-27.13209,-53.88823
13.66500,-27.33206,-54.20774
13.76500,-27.53194,-54.50848
13.86500,-27.73200,-54.81331
13.96500,-27.93206,-55.12328
14.06500,-28.13194,-55.39666
14.16500,-28.33200,-55.68880
14.26500,-28.53188,-56.02423
14.36500,-28.73194,-56.34058
14.46500,-28.93191,-56.62334
14.56500,-29.13197,-56.93328
14.66500,-29.33194,-57.23289
14.76500,-29.53200,-57.56906
14.86500,-29.73197,-57.89746
14.96500,-29.93203,-58.17393
15.06500,-30.13200,-58.45470
15.16500,-30.33206,-58.76417
15.26500,-30.53213,-59.11471
15.36500,-30.73191,-59.47267
15.46500,-30.93197,-59.80578
15.56500,-31.13203,-60.11823
15.66500,-31.33209,-60.42397
15.76500,-31.53197,-60.74939
15.86500,-31.73203,-61.08510
15.96500,-31.93200,-61.40316
16.06500,-32.13197,-61.75787
16.16500,-32.33194,-62.09058
16.26500,-32.53191,-62.37681
16.36500,-32.73197,-62.72753
16.46500,-32.93203,-63.02652
16.56500,-33.13200,-63.38897
16.66500,-33.33197,-63.67671
16.76500,-33.53203,-63.98164
16.86500,-33.73200,-64.32880
16.96500,-33.93197,-64.68802
17.06500,-34.13203,-65.09833
17.16500,-34.33191,-65.44434
17.26500,-34.53197,-65.81219
17.36500,-34.73194,-66.13098
17.46500,-34.93200,-66.50203
17.56500,-35.13197,-66.60374
17.66500,-35.33203,-66.92094
17.76500,-35.53200,-67.28426
17.86500,-35.73197,-67.69297
17.96500,-35.93203,-68.07034
18.06500,-36.13209,-68.43029
18.16500,-36.33206,-68.85652
18.26500,-36.53203,-69.24754
18.36500,-36.73210,-69.61982
18.46500,-36.93206,-70.01212
18.56500,-37.13194,-70.49011
18.66500,-37.33191,-70.92120
18.76500,-37.53188,-71.31039
18.86500,-37.73175,-71.63054
18.96500,-37.93191,-72.06644
19.06500,-38.13206,-72.47089
19.16500,-38.33194,-72.83796
19.26500,-38.53191,-73.25247
19.36500,-38.73197,-73.66108
19.46500,-38.93194,-74.00967
19.56500,-39.13200,-74.45993
19.66500,-39.33207,-74.90560
19.76500,-39.53203,-75.26768
19.86500,-39.73209,-75.66429
19.96500,-39.93206,-76.08269
20.04500,-40.09200,-76.45003
